year,month,month_num,date,nationality,female,male,undefined,total
2017,Marzo,3,3/1/2017,Vietnam,14,8,0,22
2017,Marzo,3,3/1/2017,Republica Árabe de Yemen,0,1,0,1
2017,Marzo,3,3/1/2017,Zambia,1,2,0,3
2017,Marzo,3,3/1/2017,Zimbabue,3,5,0,8
2017,Marzo,3,3/1/2017,Islas Turcas y Caicos/Territorio Britanico de Ultramar,1,1,0,2
2017,Marzo,3,3/1/2017,Refugiado Otro,0,1,0,1
2017,Marzo,3,3/1/2017,Refugiado,1,1,0,2
2017,Marzo,3,3/1/2017,Desconocido,89,162,0,251
2017,Abril,4,4/1/2017,Afganistan,0,1,0,1
2017,Abril,4,4/1/2017,Albania,2,4,0,6
2017,Abril,4,4/1/2017,Alemania,2204,2946,0,5150
2017,Abril,4,4/1/2017,Andorra,2,8,0,10
2017,Abril,4,4/1/2017,Angola,0,1,0,1
2017,Abril,4,4/1/2017,Antigua y Barbuda,3,4,0,7
2017,Abril,4,4/1/2017,Paises Bajos,2046,2702,0,4748
2017,Abril,4,4/1/2017,Arabia Saudita,1,5,0,6
2017,Abril,4,4/1/2017,Argelia,0,3,0,3
2017,Abril,4,4/1/2017,Argentina,7730,8221,0,15951
2017,Abril,4,4/1/2017,Republica de Armenia,1,3,0,4
2017,Abril,4,4/1/2017,Aruba,0,1,0,1
2017,Abril,4,4/1/2017,Australia,452,712,0,1164
2017,Abril,4,4/1/2017,Austria,156,284,0,440
2017,Abril,4,4/1/2017,Azerbaiyan,1,4,0,5
2017,Abril,4,4/1/2017,Bahamas,9,15,0,24
2017,Abril,4,4/1/2017,Bahrein,1,0,0,1
2017,Abril,4,4/1/2017,Bangladesh,1,5,0,6
2017,Abril,4,4/1/2017,Barbados,14,13,0,27
2017,Abril,4,4/1/2017,Republica de Belarus,8,5,0,13
2017,Abril,4,4/1/2017,Belgica,252,515,0,767
2017,Abril,4,4/1/2017,Belice,2,6,0,8
2017,Abril,4,4/1/2017,Bermudas/Territorio Britanico de Ultramar,1,1,0,2
2017,Abril,4,4/1/2017,Bolivia,666,801,0,1467
2017,Abril,4,4/1/2017,Bosnia y Herzegovina,1,5,0,6
2017,Abril,4,4/1/2017,Brasil,7554,8113,0,15667
2017,Abril,4,4/1/2017,Bulgaria,28,47,0,75
2017,Abril,4,4/1/2017,Burkina Faso,2,4,0,6
2017,Abril,4,4/1/2017,Burundi,0,1,0,1
2017,Abril,4,4/1/2017,Islas Caiman/Territorio Britanico de Ultramar,4,11,0,15
2017,Abril,4,4/1/2017,Camerun,0,3,0,3
2017,Abril,4,4/1/2017,Canada,1406,2362,0,3768
2017,Abril,4,4/1/2017,España,3603,6714,0,10317
2017,Abril,4,4/1/2017,Republica Democratica del Congo,2,1,0,3
2017,Abril,4,4/1/2017,Republica de Corea,229,513,0,742
2017,Abril,4,4/1/2017,Costa de Marfil,3,3,0,6
2017,Abril,4,4/1/2017,Costa Rica,2319,2450,0,4769
2017,Abril,4,4/1/2017,Croacia,18,74,0,92
2017,Abril,4,4/1/2017,Cuba,265,418,0,683
2017,Abril,4,4/1/2017,Republica Checa,74,93,0,167
2017,Abril,4,4/1/2017,Chile,4699,5682,0,10381
2017,Abril,4,4/1/2017,China,393,930,0,1323
2017,Abril,4,4/1/2017,Chipre,0,9,0,9
2017,Abril,4,4/1/2017,Dinamarca,174,298,0,472
2017,Abril,4,4/1/2017,Dominica,2,5,0,7
2017,Abril,4,4/1/2017,Ecuador,6451,7955,0,14406
2017,Abril,4,4/1/2017,Egipto,2,22,0,24
2017,Abril,4,4/1/2017,El Salvador,1315,1416,0,2731
2017,Abril,4,4/1/2017,Emiratos Árabes,2,12,0,14
2017,Abril,4,4/1/2017,Eritrea,0,1,0,1
2017,Abril,4,4/1/2017,Eslovaquia,37,32,0,69
2017,Abril,4,4/1/2017,Eslovenia,21,56,0,77
2017,Abril,4,4/1/2017,Estados Unidos de America,14715,25123,0,39838
2017,Abril,4,4/1/2017,Estonia,6,7,0,13
2017,Abril,4,4/1/2017,Etiopia,0,9,0,9
2017,Abril,4,4/1/2017,Filipinas,43,362,0,405
2017,Abril,4,4/1/2017,Finlandia,57,88,0,145
2017,Abril,4,4/1/2017,Francia,2311,3373,0,5684
2017,Abril,4,4/1/2017,Georgia,3,13,0,16
2017,Abril,4,4/1/2017,Ghana,3,11,0,14
2017,Abril,4,4/1/2017,Granada,1,4,0,5
2017,Abril,4,4/1/2017,Grecia,56,114,0,170
2017,Abril,4,4/1/2017,Guatemala,803,1273,0,2076
2017,Abril,4,4/1/2017,Guyana,5,12,0,17
2017,Abril,4,4/1/2017,Guinea Bissau,1,2,0,3
2017,Abril,4,4/1/2017,Haiti,12,22,0,34
2017,Abril,4,4/1/2017,Honduras,481,560,0,1041
2017,Abril,4,4/1/2017,Hong Kong,5,5,0,10
2017,Abril,4,4/1/2017,Hungria,34,56,0,90
2017,Abril,4,4/1/2017,India,75,522,0,597
2017,Abril,4,4/1/2017,Indonesia,28,65,0,93
2017,Abril,4,4/1/2017,Iraq,0,4,0,4
2017,Abril,4,4/1/2017,Iran,4,5,0,9
2017,Abril,4,4/1/2017,Republica de Irlanda,158,255,0,413
2017,Abril,4,4/1/2017,Islandia,9,18,0,27
2017,Abril,4,4/1/2017,Israel,805,1536,0,2341
2017,Abril,4,4/1/2017,Italia,954,2193,0,3147
2017,Abril,4,4/1/2017,Jamaica,38,40,0,78
2017,Abril,4,4/1/2017,Japon,213,477,0,690
2017,Abril,4,4/1/2017,Jordania,0,11,0,11
2017,Abril,4,4/1/2017,Kazajistan,6,4,0,10
2017,Abril,4,4/1/2017,Kenia,7,19,0,26
2017,Abril,4,4/1/2017,Kiribati,0,1,0,1
2017,Abril,4,4/1/2017,Kuwait,1,6,0,7
2017,Abril,4,4/1/2017,Republica de Kosovo,1,1,0,2
2017,Abril,4,4/1/2017,Letonia,12,10,0,22
2017,Abril,4,4/1/2017,Lituania,30,42,0,72
2017,Abril,4,4/1/2017,Libano,19,29,0,48
2017,Abril,4,4/1/2017,Liberia,1,0,0,1
2017,Abril,4,4/1/2017,Libia,0,2,0,2
2017,Abril,4,4/1/2017,Liechtenstein,5,2,0,7
2017,Abril,4,4/1/2017,Luxemburgo,4,9,0,13
2017,Abril,4,4/1/2017,Macedonia,2,6,0,8
2017,Abril,4,4/1/2017,Madagascar,1,0,0,1
2017,Abril,4,4/1/2017,Malasia,12,30,0,42
2017,Abril,4,4/1/2017,Malawi,0,1,0,1
2017,Abril,4,4/1/2017,Mali,0,1,0,1
2017,Abril,4,4/1/2017,Malta,4,21,0,25
2017,Abril,4,4/1/2017,Marruecos,14,20,0,34
2017,Abril,4,4/1/2017,Mauricio,5,10,0,15
2017,Abril,4,4/1/2017,Mexico,6016,9165,0,15181
2017,Abril,4,4/1/2017,Republica de Moldavia,3,0,0,3
2017,Abril,4,4/1/2017,Monaco,3,0,0,3
2017,Abril,4,4/1/2017,Montenegro,0,6,0,6
2017,Abril,4,4/1/2017,Mozambique,2,4,0,6
2017,Abril,4,4/1/2017,Myanmar,0,19,0,19
2017,Abril,4,4/1/2017,Nepal,2,2,0,4
2017,Abril,4,4/1/2017,Nicaragua,117,160,0,277
2017,Abril,4,4/1/2017,Nigeria,0,16,0,16
2017,Abril,4,4/1/2017,Noruega,171,202,0,373
2017,Abril,4,4/1/2017,Nueva Zelanda,72,134,0,206
2017,Abril,4,4/1/2017,Oman,0,2,0,2
2017,Abril,4,4/1/2017,Pakistan,3,18,0,21
2017,Abril,4,4/1/2017,Panama,4147,3902,0,8049
2017,Abril,4,4/1/2017,Paraguay,318,302,0,620
2017,Abril,4,4/1/2017,Peru,4730,5656,0,10386
2017,Abril,4,4/1/2017,Palestina,1,1,0,2
2017,Abril,4,4/1/2017,Polonia,162,233,0,395
2017,Abril,4,4/1/2017,Portugal,315,587,0,902
2017,Abril,4,4/1/2017,Reino Unido de Gran Bretaña e Irlanda del Norte,1729,2847,0,4576
2017,Abril,4,4/1/2017,Federacion de Rusia,236,366,0,602
2017,Abril,4,4/1/2017,Republica Dominicana,920,977,0,1897
2017,Abril,4,4/1/2017,Rumania,55,94,0,149
2017,Abril,4,4/1/2017,San Cristobal y Nevis,1,2,0,3
2017,Abril,4,4/1/2017,San Marino,1,0,0,1
2017,Abril,4,4/1/2017,San  Vicente y las Granadinas,0,4,0,4
2017,Abril,4,4/1/2017,Santa Lucia,5,2,0,7
2017,Abril,4,4/1/2017,Senegal,0,3,0,3
2017,Abril,4,4/1/2017,Serbia,11,20,0,31
2017,Abril,4,4/1/2017,Sierra Leona,0,1,0,1
2017,Abril,4,4/1/2017,Singapur,18,29,0,47
2017,Abril,4,4/1/2017,Republica Árabe Siria,1,10,0,11
2017,Abril,4,4/1/2017,Sri Lanka,1,10,0,11
2017,Abril,4,4/1/2017,Sudafrica,59,87,0,146
2017,Abril,4,4/1/2017,Sudan,0,2,0,2
2017,Abril,4,4/1/2017,Suecia,260,356,0,616
2017,Abril,4,4/1/2017,Suiza,624,901,0,1525
2017,Abril,4,4/1/2017,Surinam,37,33,0,70
2017,Abril,4,4/1/2017,Taiwan,82,102,0,184
2017,Abril,4,4/1/2017,Tailandia,20,9,0,29
2017,Abril,4,4/1/2017,Tanzania,0,1,0,1
2017,Abril,4,4/1/2017,Togo,0,1,0,1
2017,Abril,4,4/1/2017,Trinidad y Tobago,24,71,0,95
2017,Abril,4,4/1/2017,Tunez,7,6,0,13
2017,Abril,4,4/1/2017,Turquia,135,272,0,407
2017,Abril,4,4/1/2017,Ucrania,24,76,0,100
2017,Abril,4,4/1/2017,Uganda,3,2,0,5
2017,Abril,4,4/1/2017,Uruguay,563,709,0,1272
2017,Abril,4,4/1/2017,Venezuela,20246,23385,0,43631
2017,Abril,4,4/1/2017,Vietnam,4,5,0,9
2017,Abril,4,4/1/2017,Republica Árabe de Yemen,0,1,0,1
2017,Abril,4,4/1/2017,Zimbabue,1,2,0,3
2017,Abril,4,4/1/2017,Anguila/Territorio Britanico de Ultramar,1,0,0,1
2017,Abril,4,4/1/2017,Refugiado,1,2,0,3
2017,Abril,4,4/1/2017,Desconocido,86,161,0,247
2017,Mayo,5,5/1/2017,Afganistan,0,2,0,2
2017,Mayo,5,5/1/2017,Albania,4,1,0,5
2017,Mayo,5,5/1/2017,Alemania,1624,2639,0,4263
2017,Mayo,5,5/1/2017,Andorra,0,10,0,10
2017,Mayo,5,5/1/2017,Angola,0,1,0,1
2017,Mayo,5,5/1/2017,Antigua y Barbuda,0,5,0,5
2017,Mayo,5,5/1/2017,Paises Bajos,1505,2158,0,3663
2017,Mayo,5,5/1/2017,Arabia Saudita,0,9,0,9
2017,Mayo,5,5/1/2017,Argelia,3,12,0,15
2017,Mayo,5,5/1/2017,Argentina,7107,8072,0,15179
2017,Mayo,5,5/1/2017,Republica de Armenia,2,0,0,2
2017,Mayo,5,5/1/2017,Aruba,1,0,0,1
2017,Mayo,5,5/1/2017,Australia,445,773,0,1218
2017,Mayo,5,5/1/2017,Austria,138,232,0,370
2017,Mayo,5,5/1/2017,Azerbaiyan,7,11,0,18
2017,Mayo,5,5/1/2017,Bahamas,8,26,0,34
2017,Mayo,5,5/1/2017,Bahrein,0,1,0,1
2017,Mayo,5,5/1/2017,Bangladesh,4,16,0,20
2017,Mayo,5,5/1/2017,Barbados,19,25,0,44
2017,Mayo,5,5/1/2017,Republica de Belarus,4,6,0,10
2017,Mayo,5,5/1/2017,Belgica,231,452,0,683
2017,Mayo,5,5/1/2017,Belice,8,18,0,26
2017,Mayo,5,5/1/2017,Bermudas/Territorio Britanico de Ultramar,2,1,0,3
2017,Mayo,5,5/1/2017,Bolivia,1009,978,0,1987
2017,Mayo,5,5/1/2017,Bosnia y Herzegovina,3,4,0,7
2017,Mayo,5,5/1/2017,Brasil,7575,8649,0,16224
2017,Mayo,5,5/1/2017,Bulgaria,38,35,0,73
2017,Mayo,5,5/1/2017,Burkina Faso,0,2,0,2
2017,Mayo,5,5/1/2017,Islas Caiman/Territorio Britanico de Ultramar,1,4,0,5
2017,Mayo,5,5/1/2017,Camerun,3,3,0,6
2017,Mayo,5,5/1/2017,Canada,1310,2174,0,3484
2017,Mayo,5,5/1/2017,España,2745,6388,0,9133
2017,Mayo,5,5/1/2017,Republica Democratica del Congo,9,13,0,22
2017,Mayo,5,5/1/2017,Republica de Corea,225,491,0,716
2017,Mayo,5,5/1/2017,Costa de Marfil,0,10,0,10
2017,Mayo,5,5/1/2017,Costa Rica,1618,1959,0,3577
2017,Mayo,5,5/1/2017,Croacia,11,71,0,82
2017,Mayo,5,5/1/2017,Cuba,216,409,0,625
2017,Mayo,5,5/1/2017,Republica Checa,41,78,0,119
2017,Mayo,5,5/1/2017,Chile,4806,5924,0,10730
2017,Mayo,5,5/1/2017,China,518,1135,0,1653
2017,Mayo,5,5/1/2017,Chipre,3,4,0,7
2017,Mayo,5,5/1/2017,Dinamarca,103,190,0,293
2017,Mayo,5,5/1/2017,Dominica,5,3,0,8
2017,Mayo,5,5/1/2017,Ecuador,5843,8869,0,14712
2017,Mayo,5,5/1/2017,Egipto,2,23,0,25
2017,Mayo,5,5/1/2017,El Salvador,1061,1326,0,2387
2017,Mayo,5,5/1/2017,Emiratos Árabes,8,21,0,29
2017,Mayo,5,5/1/2017,Eslovaquia,23,29,0,52
2017,Mayo,5,5/1/2017,Eslovenia,14,34,0,48
2017,Mayo,5,5/1/2017,Estados Unidos de America,15267,26629,0,41896
2017,Mayo,5,5/1/2017,Estonia,12,22,0,34
2017,Mayo,5,5/1/2017,Etiopia,1,5,0,6
2017,Mayo,5,5/1/2017,Islas Fiji,1,0,0,1
2017,Mayo,5,5/1/2017,Filipinas,53,228,0,281
2017,Mayo,5,5/1/2017,Finlandia,59,80,0,139
2017,Mayo,5,5/1/2017,Francia,1740,2911,0,4651
2017,Mayo,5,5/1/2017,Georgia,7,11,0,18
2017,Mayo,5,5/1/2017,Ghana,8,6,0,14
2017,Mayo,5,5/1/2017,Granada,4,4,0,8
2017,Mayo,5,5/1/2017,Grecia,15,75,0,90
2017,Mayo,5,5/1/2017,Guatemala,762,1266,0,2028
2017,Mayo,5,5/1/2017,Guyana,10,18,0,28
2017,Mayo,5,5/1/2017,Guinea,0,1,0,1
2017,Mayo,5,5/1/2017,Haiti,19,30,0,49
2017,Mayo,5,5/1/2017,Honduras,399,479,0,878
2017,Mayo,5,5/1/2017,Hong Kong,3,7,0,10
2017,Mayo,5,5/1/2017,Hungria,31,48,0,79
2017,Mayo,5,5/1/2017,India,122,618,0,740
2017,Mayo,5,5/1/2017,Indonesia,23,35,0,58
2017,Mayo,5,5/1/2017,Iran,7,21,0,28
2017,Mayo,5,5/1/2017,Republica de Irlanda,170,276,0,446
2017,Mayo,5,5/1/2017,Islandia,15,15,0,30
2017,Mayo,5,5/1/2017,Israel,585,1262,0,1847
2017,Mayo,5,5/1/2017,Italia,722,2033,0,2755
2017,Mayo,5,5/1/2017,Jamaica,26,40,0,66
2017,Mayo,5,5/1/2017,Japon,139,554,0,693
2017,Mayo,5,5/1/2017,Jordania,1,9,0,10
2017,Mayo,5,5/1/2017,Kazajistan,5,10,0,15
2017,Mayo,5,5/1/2017,Kenia,2,7,0,9
2017,Mayo,5,5/1/2017,Kiribati,0,1,0,1
2017,Mayo,5,5/1/2017,Kuwait,0,2,0,2
2017,Mayo,5,5/1/2017,Republica de Kosovo,1,2,0,3
2017,Mayo,5,5/1/2017,Letonia,7,12,0,19
2017,Mayo,5,5/1/2017,Lituania,23,17,0,40
2017,Mayo,5,5/1/2017,Libano,16,37,0,53
2017,Mayo,5,5/1/2017,Liechtenstein,1,2,0,3
2017,Mayo,5,5/1/2017,Luxemburgo,9,14,0,23
2017,Mayo,5,5/1/2017,Macedonia,2,3,0,5
2017,Mayo,5,5/1/2017,Madagascar,1,0,0,1
2017,Mayo,5,5/1/2017,Malasia,9,30,0,39
2017,Mayo,5,5/1/2017,Malawi,0,1,0,1
2017,Mayo,5,5/1/2017,Mali,0,2,0,2
2017,Mayo,5,5/1/2017,Malta,6,8,0,14
2017,Mayo,5,5/1/2017,Marruecos,8,14,0,22
2017,Mayo,5,5/1/2017,Mauricio,1,6,0,7
2017,Mayo,5,5/1/2017,Mexico,5093,8754,0,13847
2017,Mayo,5,5/1/2017,Republica de Moldavia,9,2,0,11
2017,Mayo,5,5/1/2017,Monaco,1,0,0,1
2017,Mayo,5,5/1/2017,Mongolia,1,0,0,1
2017,Mayo,5,5/1/2017,Montenegro,0,4,0,4
2017,Mayo,5,5/1/2017,Mozambique,0,2,0,2
2017,Mayo,5,5/1/2017,Myanmar,1,2,0,3
2017,Mayo,5,5/1/2017,Namibia,1,0,0,1
2017,Mayo,5,5/1/2017,Nepal,0,2,0,2
2017,Mayo,5,5/1/2017,Nicaragua,122,163,0,285
2017,Mayo,5,5/1/2017,Nigeria,5,21,0,26
2017,Mayo,5,5/1/2017,Noruega,99,150,0,249
2017,Mayo,5,5/1/2017,Nueva Zelanda,116,172,0,288
2017,Mayo,5,5/1/2017,Pakistan,4,24,0,28
2017,Mayo,5,5/1/2017,Panama,2800,3253,0,6053
2017,Mayo,5,5/1/2017,Paraguay,413,339,0,752
2017,Mayo,5,5/1/2017,Peru,5474,6479,0,11953
2017,Mayo,5,5/1/2017,Palestina,0,1,0,1
2017,Mayo,5,5/1/2017,Polonia,151,216,0,367
2017,Mayo,5,5/1/2017,Portugal,208,525,0,733
2017,Mayo,5,5/1/2017,Puerto Rico/Territorio de Estados Unidos,1,0,0,1
2017,Mayo,5,5/1/2017,Qatar,0,1,0,1
2017,Mayo,5,5/1/2017,Reino Unido de Gran Bretaña e Irlanda del Norte,1342,2410,0,3752
2017,Mayo,5,5/1/2017,Republica CentroÁfricana,1,0,0,1
2017,Mayo,5,5/1/2017,Federacion de Rusia,176,226,0,402
2017,Mayo,5,5/1/2017,Republica Dominicana,579,835,0,1414
2017,Mayo,5,5/1/2017,Rumania,60,92,0,152
2017,Mayo,5,5/1/2017,Rwanda,3,10,0,13
2017,Mayo,5,5/1/2017,San Cristobal y Nevis,0,6,0,6
2017,Mayo,5,5/1/2017,San Marino,1,1,0,2
2017,Mayo,5,5/1/2017,San  Vicente y las Granadinas,5,6,0,11
2017,Mayo,5,5/1/2017,Santa Lucia,3,2,0,5
2017,Mayo,5,5/1/2017,Santa Sede/Ciudad del Vaticano,0,5,0,5
2017,Mayo,5,5/1/2017,Senegal,1,3,0,4
2017,Mayo,5,5/1/2017,Serbia,10,14,0,24
2017,Mayo,5,5/1/2017,Sierra Leona,0,1,0,1
2017,Mayo,5,5/1/2017,Singapur,18,36,0,54
2017,Mayo,5,5/1/2017,Republica Árabe Siria,0,2,0,2
2017,Mayo,5,5/1/2017,Sri Lanka,0,4,0,4
2017,Mayo,5,5/1/2017,Sudafrica,38,63,0,101
2017,Mayo,5,5/1/2017,Sudan,0,2,0,2
2017,Mayo,5,5/1/2017,Suecia,176,292,0,468
2017,Mayo,5,5/1/2017,Suiza,435,725,0,1160
2017,Mayo,5,5/1/2017,Surinam,10,44,0,54
2017,Mayo,5,5/1/2017,Taiwan,65,92,0,157
2017,Mayo,5,5/1/2017,Tailandia,16,14,0,30
2017,Mayo,5,5/1/2017,Tanzania,1,1,0,2
2017,Mayo,5,5/1/2017,Trinidad y Tobago,27,68,0,95
2017,Mayo,5,5/1/2017,Tunez,5,9,0,14
2017,Mayo,5,5/1/2017,Turquia,150,301,0,451
2017,Mayo,5,5/1/2017,Ucrania,27,48,0,75
2017,Mayo,5,5/1/2017,Uganda,7,11,0,18
2017,Mayo,5,5/1/2017,Uruguay,536,744,0,1280
2017,Mayo,5,5/1/2017,Venezuela,20382,25463,0,45845
2017,Mayo,5,5/1/2017,Vietnam,7,23,0,30
2017,Mayo,5,5/1/2017,Zambia,5,5,0,10
2017,Mayo,5,5/1/2017,Zimbabue,1,10,0,11
2017,Mayo,5,5/1/2017,Anguila/Territorio Britanico de Ultramar,0,1,0,1
2017,Mayo,5,5/1/2017,Refugiado,2,3,0,5
2017,Mayo,5,5/1/2017,Desconocido,82,147,0,229
2017,Junio,6,6/1/2017,Albania,2,3,0,5
2017,Junio,6,6/1/2017,Alemania,1726,2439,0,4165
2017,Junio,6,6/1/2017,Andorra,3,9,0,12
2017,Junio,6,6/1/2017,Antigua y Barbuda,0,3,0,3
2017,Junio,6,6/1/2017,Paises Bajos,1504,2011,0,3515
2017,Junio,6,6/1/2017,Arabia Saudita,1,12,0,13
2017,Junio,6,6/1/2017,Argelia,1,8,0,9
2017,Junio,6,6/1/2017,Argentina,6021,7236,0,13257
2017,Junio,6,6/1/2017,Republica de Armenia,3,3,0,6
2017,Junio,6,6/1/2017,Australia,529,828,0,1357
2017,Junio,6,6/1/2017,Austria,156,248,0,404
2017,Junio,6,6/1/2017,Azerbaiyan,3,2,0,5
2017,Junio,6,6/1/2017,Bahamas,5,21,0,26
2017,Junio,6,6/1/2017,Bangladesh,0,2,0,2
2017,Junio,6,6/1/2017,Barbados,4,12,0,16
2017,Junio,6,6/1/2017,Republica de Belarus,6,8,0,14
2017,Junio,6,6/1/2017,Belgica,327,534,0,861
2017,Junio,6,6/1/2017,Belice,10,18,0,28
2017,Junio,6,6/1/2017,Bermudas/Territorio Britanico de Ultramar,0,5,0,5
2017,Junio,6,6/1/2017,Bolivia,872,824,0,1696
2017,Junio,6,6/1/2017,Bosnia y Herzegovina,1,1,0,2
2017,Junio,6,6/1/2017,Brasil,6871,7640,0,14511
2017,Junio,6,6/1/2017,Bulgaria,20,37,0,57
2017,Junio,6,6/1/2017,Burkina Faso,0,3,0,3
2017,Junio,6,6/1/2017,Cabo Verde,1,0,0,1
2017,Junio,6,6/1/2017,Islas Caiman/Territorio Britanico de Ultramar,1,4,0,5
2017,Junio,6,6/1/2017,Camboya,0,1,0,1
2017,Junio,6,6/1/2017,Camerun,2,4,0,6
2017,Junio,6,6/1/2017,Canada,1379,2170,0,3549
2017,Junio,6,6/1/2017,Chad,0,1,0,1
2017,Junio,6,6/1/2017,España,3311,6611,0,9922
2017,Junio,6,6/1/2017,Republica Democratica del Congo,1,6,0,7
2017,Junio,6,6/1/2017,Republica de Corea,345,542,0,887
2017,Junio,6,6/1/2017,Costa de Marfil,1,7,0,8
2017,Junio,6,6/1/2017,Costa Rica,1473,1744,0,3217
2017,Junio,6,6/1/2017,Croacia,10,49,0,59
2017,Junio,6,6/1/2017,Cuba,264,489,0,753
2017,Junio,6,6/1/2017,Republica Checa,43,59,0,102
2017,Junio,6,6/1/2017,Chile,4723,5720,0,10443
2017,Junio,6,6/1/2017,China,484,969,0,1453
2017,Junio,6,6/1/2017,Chipre,2,5,0,7
2017,Junio,6,6/1/2017,Dinamarca,134,227,0,361
2017,Junio,6,6/1/2017,Dominica,1,5,0,6
2017,Junio,6,6/1/2017,Ecuador,4563,6920,0,11483
2017,Junio,6,6/1/2017,Egipto,2,25,0,27
2017,Junio,6,6/1/2017,El Salvador,820,1059,0,1879
2017,Junio,6,6/1/2017,Emiratos Árabes,3,7,0,10
2017,Junio,6,6/1/2017,Eritrea,0,1,0,1
2017,Junio,6,6/1/2017,Eslovaquia,26,30,0,56
2017,Junio,6,6/1/2017,Eslovenia,15,34,0,49
2017,Junio,6,6/1/2017,Estados Unidos de America,23200,33250,0,56450
2017,Junio,6,6/1/2017,Estonia,14,12,0,26
2017,Junio,6,6/1/2017,Etiopia,3,7,0,10
2017,Junio,6,6/1/2017,Islas Fiji,1,1,0,2
2017,Junio,6,6/1/2017,Filipinas,69,287,0,356
2017,Junio,6,6/1/2017,Finlandia,69,77,0,146
2017,Junio,6,6/1/2017,Francia,1790,2943,0,4733
2017,Junio,6,6/1/2017,Georgia,5,11,0,16
2017,Junio,6,6/1/2017,Ghana,8,9,0,17
2017,Junio,6,6/1/2017,Granada,2,2,0,4
2017,Junio,6,6/1/2017,Grecia,31,76,0,107
2017,Junio,6,6/1/2017,Guatemala,673,1035,0,1708
2017,Junio,6,6/1/2017,Guyana,8,15,0,23
2017,Junio,6,6/1/2017,Guinea,1,7,0,8
2017,Junio,6,6/1/2017,Haiti,14,31,0,45
2017,Junio,6,6/1/2017,Honduras,254,377,0,631
2017,Junio,6,6/1/2017,Hong Kong,3,5,0,8
2017,Junio,6,6/1/2017,Hungria,41,49,0,90
2017,Junio,6,6/1/2017,India,97,492,0,589
2017,Junio,6,6/1/2017,Indonesia,28,37,0,65
2017,Junio,6,6/1/2017,Iraq,1,0,0,1
2017,Junio,6,6/1/2017,Iran,5,10,0,15
2017,Junio,6,6/1/2017,Republica de Irlanda,184,321,0,505
2017,Junio,6,6/1/2017,Islandia,17,9,0,26
2017,Junio,6,6/1/2017,Israel,359,861,0,1220
2017,Junio,6,6/1/2017,Italia,791,2004,0,2795
2017,Junio,6,6/1/2017,Jamaica,37,46,0,83
2017,Junio,6,6/1/2017,Japon,189,528,0,717
2017,Junio,6,6/1/2017,Jordania,5,9,0,14
2017,Junio,6,6/1/2017,Kazajistan,4,2,0,6
2017,Junio,6,6/1/2017,Kenia,8,9,0,17
2017,Junio,6,6/1/2017,Kirguistan,0,2,0,2
2017,Junio,6,6/1/2017,Kuwait,1,1,0,2
2017,Junio,6,6/1/2017,Republica de Kosovo,0,1,0,1
2017,Junio,6,6/1/2017,Republica Democratica Popular  Lao,1,1,0,2
2017,Junio,6,6/1/2017,Letonia,10,10,0,20
2017,Junio,6,6/1/2017,Lituania,40,25,0,65
2017,Junio,6,6/1/2017,Libano,22,25,0,47
2017,Junio,6,6/1/2017,Liechtenstein,3,4,0,7
2017,Junio,6,6/1/2017,Luxemburgo,2,12,0,14
2017,Junio,6,6/1/2017,Macedonia,0,4,0,4
2017,Junio,6,6/1/2017,Madagascar,4,0,0,4
2017,Junio,6,6/1/2017,Malasia,12,33,0,45
2017,Junio,6,6/1/2017,Mali,0,2,0,2
2017,Junio,6,6/1/2017,Malta,6,10,0,16
2017,Junio,6,6/1/2017,Marruecos,2,14,0,16
2017,Junio,6,6/1/2017,Mauricio,0,4,0,4
2017,Junio,6,6/1/2017,Mauritania,0,1,0,1
2017,Junio,6,6/1/2017,Mexico,5254,8750,0,14004
2017,Junio,6,6/1/2017,Republica de Moldavia,7,2,0,9
2017,Junio,6,6/1/2017,Monaco,1,0,0,1
2017,Junio,6,6/1/2017,Mongolia,5,5,0,10
2017,Junio,6,6/1/2017,Montenegro,0,4,0,4
2017,Junio,6,6/1/2017,Mozambique,0,1,0,1
2017,Junio,6,6/1/2017,Myanmar,1,1,0,2
2017,Junio,6,6/1/2017,Namibia,2,0,0,2
2017,Junio,6,6/1/2017,Nepal,3,3,0,6
2017,Junio,6,6/1/2017,Nicaragua,114,115,0,229
2017,Junio,6,6/1/2017,Nigeria,3,12,0,15
2017,Junio,6,6/1/2017,Noruega,225,317,0,542
2017,Junio,6,6/1/2017,Nueva Zelanda,101,152,0,253
2017,Junio,6,6/1/2017,Oman,1,2,0,3
2017,Junio,6,6/1/2017,Papua Nueva Guinea,0,1,0,1
2017,Junio,6,6/1/2017,Pakistan,3,13,0,16
2017,Junio,6,6/1/2017,Panama,3535,3630,0,7165
2017,Junio,6,6/1/2017,Paraguay,366,339,0,705
2017,Junio,6,6/1/2017,Peru,4887,5922,0,10809
2017,Junio,6,6/1/2017,Palestina,2,4,0,6
2017,Junio,6,6/1/2017,Polonia,135,178,0,313
2017,Junio,6,6/1/2017,Portugal,233,461,0,694
2017,Junio,6,6/1/2017,Puerto Rico/Territorio de Estados Unidos,1,0,0,1
2017,Junio,6,6/1/2017,Qatar,0,1,0,1
2017,Junio,6,6/1/2017,Reino Unido de Gran Bretaña e Irlanda del Norte,1525,2564,0,4089
2017,Junio,6,6/1/2017,Republica CentroÁfricana,1,0,0,1
